id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
704,0,6,1,10,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.6,0.6,0.886354895,10,1,-1,0,1,1,1,1,0,1,64,1,0.316227766,0.653676823,0.361939221,3.31662479,0.4,0,0.2,2,4,9,4,9,2,9,9,2,3,8,0,0,0,1,0,1
711,0,5,1,8,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.6,0.4,0.743303437,7,1,1,0,1,11,1,1,2,1,57,2,0.374165739,0.670835793,0.328633535,2.828427125,0.6,0.5,0.2,2,2,8,3,9,2,11,6,3,3,11,0,0,0,0,0,1
712,0,5,1,6,1,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.7,0.7,0.941076511,0,1,-1,0,1,11,1,1,0,1,67,2,0.374165739,0.682242292,0.366606056,3.16227766,0,0.7,0.1,3,1,10,1,10,0,7,4,0,0,5,0,0,1,0,0,0
722,0,5,2,7,1,6,0,0,0,1,0,0,0,0,0,8,1,0,0,0.8,0.8,0.96209407,11,1,0,0,0,1,1,1,2,1,38,3,0.316227766,0.74898416,0.299165506,3.464101615,0.5,0.2,0.1,4,1,8,3,9,3,9,5,1,2,6,0,1,0,0,0,0
725,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0.551135192,6,1,-1,0,1,0,1,1,0,1,78,3,0.4,0.842684244,0.384837628,3.464101615,0.4,0.7,0.4,2,2,4,2,7,4,11,7,0,3,9,0,0,0,0,0,0
727,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.3,0.571729831,7,1,-1,0,-1,1,1,1,2,1,104,2,0.435889894,0.837079733,0.414125585,3.16227766,0,0.1,0.1,0,2,10,3,9,1,5,4,4,2,4,0,1,1,0,1,0
729,0,4,1,7,1,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.7,0.4,0.776208735,7,1,-1,1,-1,3,1,1,2,1,104,2,0.424264069,0.81343319,0.405339364,3.464101615,0.1,0.3,0.6,3,2,8,2,8,5,12,4,2,5,5,1,1,1,0,1,1
731,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.9,0.4,0.759522877,11,1,0,0,0,6,1,1,2,1,104,3,0.368781778,0.586099306,0.327871926,2.236067978,0.6,0.2,0.6,2,2,9,2,7,3,5,4,0,2,6,0,1,1,0,1,0
733,0,7,1,7,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.6,0.2,0.658596994,7,1,1,0,1,11,1,1,0,1,99,2,0.315594677,0.534646713,0.305777697,1.414213562,0.3,0.9,0.6,4,4,9,2,7,1,11,3,2,3,4,0,0,1,0,0,0
736,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0.647591692,11,1,-1,0,-1,11,1,1,2,1,67,2,0.374165739,0.737989227,0.366606056,3.464101615,0.6,0.6,0.6,3,0,8,3,8,3,7,5,2,3,7,0,1,1,0,1,0
739,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.3,0,0.687840825,7,1,-1,0,-1,11,0,1,2,1,103,1,0.316227766,0.64718079,0.358329457,3.464101615,0.2,0.5,0.4,4,3,9,3,8,3,12,3,0,3,5,0,1,1,0,1,0
740,0,0,2,3,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.7,0.8,0.801560977,11,1,-1,0,-1,1,1,0,2,1,64,3,0.316227766,0.800397629,0.361939221,3.741657387,0,0.3,0.4,2,2,7,5,9,2,9,10,2,0,6,0,1,1,0,1,0
744,0,0,1,5,1,3,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,0.3,0.480884602,11,1,-1,0,-1,1,1,1,2,1,52,3,0.374165739,0.758573585,0.359861084,3.31662479,0.8,0.8,0.6,3,3,10,5,9,5,7,4,1,2,6,0,0,1,0,1,0
745,0,4,1,4,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.6,0.2,0.503115295,10,1,-1,0,0,7,1,1,0,1,92,3,0.374165739,0.651349521,0.392683078,2.828427125,0.4,0.7,0.2,2,2,9,3,11,2,6,2,2,2,9,1,1,1,0,1,1
748,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0.8,1.3,1.67182535,11,1,-1,0,-1,11,1,1,2,1,104,3,0.447213595,0.809435575,0.424617475,3,0.8,0.4,0.2,3,1,8,3,10,2,5,4,0,6,8,0,0,1,0,0,0
751,0,5,4,7,1,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0.688748866,7,1,1,0,0,14,1,1,2,1,72,3,0.4,1.12095001,0.354541958,3.605551276,0.7,0.7,0.6,3,1,6,3,9,1,9,4,1,2,11,0,0,0,1,0,0
753,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.5,0.3,0.708872344,7,1,-1,0,-1,0,1,1,2,1,32,3,0.316227766,0.669864918,0.36152455,3.31662479,0.9,0.6,0.2,2,3,9,3,10,3,12,5,3,2,6,0,1,1,1,0,0
754,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.6,0.8,1.312440475,11,1,-1,0,-1,10,1,1,0,1,28,3,0.374165739,0.738856611,0.378813939,2.828427125,0.8,0,0.4,4,0,7,1,10,2,5,8,4,2,7,0,0,0,0,0,0
756,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.2,0.2,-1,7,1,0,0,0,0,1,1,2,1,34,2,0.4,0.791614106,0.314483704,3.464101615,0.8,0.3,0.3,2,2,6,1,10,1,12,7,3,1,4,0,1,1,0,0,0
760,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0.9,1.6,1.69944844,11,0,0,8,0,13,1,1,2,1,104,3,0.447213595,1.207355213,0.379473319,3.31662479,0.8,0.9,0.9,3,1,7,4,9,1,10,7,1,2,7,0,1,1,0,0,0
761,0,3,3,4,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.7,0.885649479,11,1,-1,0,-1,0,1,1,1,1,78,3,0.4,0.836351285,0.384837628,3.605551276,0,0.6,0.2,1,3,7,3,12,4,5,1,3,3,4,0,0,0,0,1,0
762,0,0,3,7,0,5,1,0,0,0,0,0,0,0,0,4,1,0,0,0.5,0.4,0.835538748,7,1,-1,0,-1,0,1,0,2,1,87,3,0.316227766,0.828799789,0.36152455,3.605551276,0.4,0.3,0.2,4,1,9,2,10,1,9,6,4,3,9,0,1,1,0,0,0
763,1,3,1,10,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0.9,0.5,0.869985632,9,0,-1,1,-1,9,0,1,2,1,61,3,0.447213595,1.023111039,0.520480547,3.464101615,0.9,0.5,0.7,2,4,7,1,10,2,10,6,2,0,6,0,0,0,1,0,0
764,0,2,1,4,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.9,1.3,1.514306772,11,0,-1,1,-1,1,1,1,0,1,35,1,0.374165739,0.953170005,0.353553391,3.605551276,0.5,0.2,0.4,2,3,8,4,12,0,4,6,3,2,7,0,0,1,0,0,0
774,0,3,1,5,1,6,0,0,1,0,0,0,0,0,0,4,0,0,1,0.7,0.7,1.26268563,11,1,-1,0,-1,1,1,1,2,1,70,3,0.424264069,0.737751218,0.393700394,2.828427125,0.5,0,0,1,0,8,3,10,0,10,7,2,3,3,0,1,1,0,0,1
777,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.5,0.5,0.814708537,10,1,-1,0,1,6,1,1,0,1,27,1,0.374165739,0.720407942,0.390768474,3.31662479,0.5,0.4,0.1,3,3,7,1,9,2,8,6,0,2,11,0,1,1,0,1,0
781,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.5,0.2,0.623999199,10,1,-1,0,1,11,1,0,0,1,36,2,0.374165739,0.919016273,0.379341535,3.605551276,0.7,0.5,0.7,4,1,6,4,9,2,10,5,0,3,6,0,1,1,0,0,0
787,0,0,1,7,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.8,0.2,0.585768726,11,1,-1,0,-1,4,1,1,0,1,48,1,0.316227766,0.576126278,0.394334883,2.645751311,0.5,0.9,0.9,0,1,10,2,11,4,12,8,1,1,8,0,1,0,0,0,0
790,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,8,0,0,1,0,0,-1,7,1,-1,0,-1,0,1,0,0,1,87,3,0.316227766,0.807160619,0.36152455,3.741657387,0.5,0.1,0.4,0,1,7,1,9,2,8,5,2,6,8,1,0,1,0,0,0
791,0,5,1,6,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.3,0.3,-1,6,1,-1,0,1,14,1,1,0,1,68,3,0.4,0.772339475,0.407430976,2.645751311,0.9,0.7,0.8,1,1,6,5,11,1,11,7,2,2,5,0,0,0,1,0,0
795,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.5,0.3,0.606733055,7,1,0,0,1,10,1,1,2,1,83,2,0.424264069,0.913138716,0.342052628,3,0.6,0.3,0.6,2,3,7,4,9,2,9,4,1,3,4,0,0,1,0,1,0
796,0,0,1,6,0,4,0,0,1,0,0,0,0,0,0,9,1,0,0,0.5,0.1,0.695521387,7,1,1,0,0,6,1,0,2,1,33,3,0.387298335,0.9372293,0.328633535,3.741657387,0.6,0.3,0.7,1,1,8,5,11,3,5,6,3,2,6,0,1,0,0,1,0
803,0,3,1,3,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0.5,0.2,0.541987085,7,1,0,0,1,0,1,1,2,1,39,3,0.316069613,0.62671253,-1,2.449489743,0.7,0.3,0,4,2,8,1,11,3,8,5,1,5,6,0,1,1,1,0,0
804,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,-1,7,1,1,0,0,11,1,1,2,1,67,2,0.374165739,0.732862045,0.300832179,3.464101615,0.1,0.5,0.4,3,1,9,5,9,1,6,9,3,1,9,1,0,0,0,0,0
806,1,1,1,8,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.8,1.3,1.272546659,10,0,-1,0,0,10,1,1,0,1,28,3,0.374165739,0.902178264,0.386910842,3.31662479,0.2,0.1,0.7,1,4,8,2,10,3,10,4,1,3,11,0,1,1,0,0,0
809,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.9,0.2,0.825757228,7,1,-1,0,-1,1,1,1,2,1,65,1,0.316227766,0.622345603,0.352136337,3.31662479,0.2,0.8,0.6,2,4,9,1,8,1,12,4,2,5,8,0,0,0,0,0,0
810,0,2,1,5,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.6,0.4,0.809706737,6,0,-1,0,1,10,1,1,0,1,28,3,0.387298335,0.900436074,0.382099464,3,0.3,0.3,0.9,3,0,8,3,7,3,10,3,1,3,6,0,0,1,0,0,0
812,0,3,1,2,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.4,0,0.651440711,11,0,-1,0,-1,10,1,1,0,1,83,2,0.424264069,1.037120935,0.400998753,3.31662479,0.8,0.8,0.2,4,1,10,3,9,3,5,5,5,5,11,0,1,0,1,0,0
818,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.6,0.7,1.343502884,2,1,-1,0,-1,11,1,1,2,1,103,1,0.316227766,0.660281057,0.358329457,3.605551276,0.9,0.7,0.7,4,1,10,2,9,6,10,9,0,1,7,0,1,1,1,0,0
820,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.9,0.7,1.329238504,11,1,1,0,1,1,1,0,2,1,80,3,0.316227766,0.784258875,-1,3.605551276,0.8,0.5,0.6,2,0,10,3,10,2,12,10,1,2,10,0,1,0,0,0,1
822,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.9,0.3,0.649519053,7,1,0,0,1,11,1,1,2,1,67,2,0.374165739,0.679039794,0.300832179,3.16227766,0.7,0,0.4,4,1,9,2,8,4,12,6,2,4,9,0,0,1,0,0,0
824,0,2,1,5,1,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.2,0.3,-1,6,1,-1,0,0,0,1,1,0,1,43,3,0.4,0.599534944,0.416533312,1.732050808,0.3,0.7,0.6,2,2,9,6,5,3,9,4,3,2,13,0,0,1,0,0,0
829,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,0.5,0.915491671,11,0,1,0,0,0,1,1,1,1,88,3,0.4,0.955648713,0.332415403,3.464101615,0.1,0.4,0.7,1,1,10,5,11,1,6,6,1,0,4,1,1,1,0,0,0
832,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.7,0.8,0.909326674,7,1,0,0,1,1,1,1,2,1,65,3,0.316227766,0.665734541,0.289827535,3.464101615,0.7,0.6,0,2,2,7,3,10,3,12,3,0,5,12,0,1,1,0,0,0
839,0,3,1,6,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.9,0.8,1.295424641,11,1,1,0,1,14,1,1,0,1,49,3,0.4,0.803183233,0.329241553,3.741657387,0.5,0.8,0.5,3,3,8,3,10,2,11,7,2,2,6,0,1,0,1,0,0
841,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0.9,0.6,1.093160556,10,1,-1,1,1,9,1,1,0,1,104,2,0.489897949,1.319129753,-1,3.464101615,0.4,0.1,0.4,3,2,9,2,8,2,9,6,2,3,1,0,1,0,0,0,1
843,0,1,1,6,0,1,0,0,0,1,0,0,0,0,0,8,1,0,0,0.7,0.4,0.376662979,11,1,1,0,1,1,1,1,0,1,65,1,0.316227766,0.619717344,0.289827535,3.31662479,0.7,0.1,0.7,1,1,6,0,9,1,8,4,1,4,5,0,1,1,1,0,0
846,0,7,1,9,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.6,0.9,1.25399362,6,0,-1,1,1,9,1,1,0,1,104,2,0.574456265,1.099915474,0.46151923,3.31662479,0.8,0.3,0.7,2,1,8,4,8,2,14,9,3,5,5,0,1,1,0,1,0
849,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,1.8,1.66677083,11,0,1,0,1,15,1,0,0,1,5,2,0.447213595,1.230769429,0.325576412,3.741657387,0.8,0.7,0.9,2,2,7,2,10,3,2,4,1,3,13,0,0,1,0,0,0
854,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.1,0.1,-1,7,1,0,0,1,0,1,1,2,1,32,3,0.316227766,0.58415723,0.294448637,2.449489743,0.7,0.4,0.2,2,2,6,4,11,2,10,2,1,1,5,0,1,1,0,0,0
858,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.3,0,0.564025709,11,1,-1,0,-1,0,1,0,2,1,87,3,0.316227766,0.808784416,0.36152455,3.741657387,0.8,0,0,1,2,5,1,5,5,5,9,3,4,14,0,1,1,0,0,0
861,0,2,1,4,1,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0.8,1.2,1.213981054,11,1,1,0,0,14,1,1,2,1,60,1,0.316227766,0.622229396,0.307083051,3.16227766,0.1,0.9,0.4,2,2,7,2,8,3,13,5,0,1,6,0,1,1,0,0,1
865,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.8,0.2,0.486055552,10,1,-1,0,0,0,1,1,0,1,34,2,0.4,0.778215802,-1,3.16227766,0.8,0.8,0.4,4,4,9,4,9,2,10,7,1,2,8,0,1,0,0,0,1
866,0,6,1,4,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.6,0.6,0.904502626,6,0,-1,9,0,9,1,1,0,1,104,3,0.6164414,1.296753735,0.484148738,3.16227766,0.4,0.6,0.1,4,1,8,3,9,1,10,4,3,3,7,0,1,0,0,0,1
870,0,2,2,2,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0.2,0.4,-1,10,0,1,0,0,10,1,1,0,1,89,2,0.387298335,0.962477863,0.336154726,3.31662479,0.3,0,0.5,3,2,6,4,9,4,10,6,4,3,9,0,1,1,0,0,0
872,0,0,2,3,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0.5,0.2,0.540832691,7,1,-1,0,-1,0,1,1,2,1,98,3,0.4,0.784179837,0.397492138,3.16227766,0.4,0.5,0.4,3,2,8,3,8,4,10,6,2,1,9,0,1,0,1,0,0
874,0,0,4,9,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,0.3,0.748331477,11,0,-1,9,-1,17,1,1,1,1,104,3,0.519615242,1.240725927,0.429301759,3.16227766,0.5,0.6,0,3,3,10,3,9,2,9,5,1,2,6,0,0,1,0,1,0
878,1,2,1,7,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,0.3,0.595294045,7,1,-1,0,-1,11,1,1,2,1,16,3,0.374165739,0.702617597,0.388715835,3.16227766,0.3,0.5,0,2,3,9,3,10,2,7,6,2,2,7,0,1,1,0,1,0
881,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9,0.2,0.661910115,6,1,-1,0,0,14,1,1,0,1,42,2,0.4,0.765568443,0.393700394,3.31662479,0.4,0.1,0.1,2,1,6,4,8,3,4,3,1,1,9,0,0,0,0,0,0
882,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.7,0.4,0.969858237,7,1,1,0,0,0,1,1,2,1,87,3,0.316227766,0.785797221,0.294448637,3.605551276,0.3,0.3,0.1,2,2,7,2,9,2,7,2,1,1,9,0,1,1,0,0,0
889,0,0,1,11,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.1,0.3,-1,11,1,0,2,1,0,1,1,0,1,104,2,0.374165739,0.701665669,0.360138862,2.828427125,0.9,0.6,0.4,3,3,7,4,10,3,13,3,0,4,9,0,1,0,0,0,0
890,0,5,1,10,0,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.3,0,0.731864058,11,0,1,9,0,11,1,1,2,1,56,3,0.489897949,1.318344426,0.428369,3.605551276,0.8,0.7,0.5,4,1,7,5,8,0,10,5,1,6,12,0,1,1,0,0,1
892,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,0.2,0.645174395,3,1,1,0,0,1,1,1,2,1,51,2,0.374165739,0.82838337,0.330756708,3.605551276,0.8,0.8,0.6,3,3,9,2,10,2,7,4,2,0,7,0,0,0,0,1,0
894,0,3,1,5,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1,0.9,0.2,0.380788655,7,1,-1,0,-1,4,1,1,0,1,104,2,0.399749922,0.622329003,0.39179076,2.236067978,0.2,0.9,0.1,4,4,10,5,10,1,10,6,0,3,5,0,1,0,0,0,0
896,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.7,0.7,0.908639092,6,1,-1,0,1,14,1,1,0,1,68,3,0.4,0.739401701,0.407430976,2.645751311,0.3,0.8,0.2,3,1,10,4,9,1,8,6,1,4,6,0,1,1,0,0,0
899,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,8,0,0,1,0.5,0.2,0.570635611,7,1,-1,0,-1,0,1,1,2,1,95,2,0.4,0.762201032,0.401372645,3,0.8,0,0.4,2,3,6,5,8,3,6,5,2,4,6,0,0,0,1,0,0
900,0,2,1,10,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0.8,0.3,0.745402576,6,1,-1,0,1,0,1,1,0,1,39,1,0.316069613,0.599931125,0.374432905,2,0.9,0.7,0.1,1,1,10,5,7,1,8,5,3,4,5,1,1,1,1,0,0
903,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,10,0,0,1,0.7,0.6,0.541987085,6,1,-1,0,1,1,1,1,0,1,40,2,0.374165739,0.626910304,0.381444623,2.449489743,0.1,0.4,0.7,2,2,7,2,10,2,11,1,0,3,11,1,1,1,0,0,0
906,1,5,2,3,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.3,0,1.771828152,11,1,-1,0,-1,14,1,1,2,1,29,3,0.445869936,0.856525752,0.348855271,3,0.8,0.4,0.9,2,4,9,4,10,1,5,8,3,7,10,0,1,1,0,1,0
912,0,5,1,6,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.5,0.3,0.797260936,5,1,0,0,0,0,0,1,0,1,37,2,0.316227766,0.708697443,0.31144823,3.16227766,0.7,0.1,0.2,3,2,10,5,11,1,7,3,2,1,6,0,0,0,0,1,0
918,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.7,1,1.307191646,10,1,-1,1,0,0,0,1,0,1,75,2,0.447213595,1.159803702,0.444072066,3.605551276,0.5,0.7,0,3,1,9,4,11,4,11,9,0,0,6,0,0,1,0,0,0
921,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.7,0.3,0.614410286,7,0,-1,0,-1,4,1,1,2,1,104,3,0.447101778,0.700781736,0.3591657,2.236067978,0.4,0.3,0.9,5,2,10,3,9,5,4,7,1,2,6,0,1,0,0,0,0
922,0,4,1,6,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.7,0.2,0.75,6,1,-1,8,1,11,1,1,0,1,71,2,0.489897949,1.255136965,0.494974747,3.605551276,0.6,0.3,0.2,3,1,9,1,11,2,6,5,3,3,6,0,1,1,0,0,0
927,0,6,1,5,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.6,0.2,0.409267639,0,0,-1,0,1,11,1,1,0,1,104,2,0.446989933,0.735437128,0.344963766,2.828427125,0.5,0.3,0.2,2,1,10,3,10,5,11,1,0,4,9,0,1,1,0,0,1
930,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.6,0.2,0.533268225,7,1,-1,0,-1,1,1,1,2,1,65,1,0.316227766,0.599086771,0.350713558,3.31662479,0.5,0.6,0.5,0,0,7,2,9,1,8,2,2,4,11,0,1,1,1,1,0
931,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.6,0.6,1.591579404,11,1,1,0,0,14,1,0,2,1,72,3,0.4,1.162561649,0.350428309,3.605551276,0.2,0.8,0.7,3,3,8,3,10,1,9,4,3,5,7,0,1,1,0,0,1
933,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.9,0.5,1.126388033,3,1,-1,0,-1,4,1,1,3,1,48,3,0.316069613,0.483444938,0.389358447,1,0.8,0.4,0.1,3,1,7,3,8,5,15,7,4,6,6,0,0,1,0,0,0
934,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.3,0,0.764852927,7,1,-1,0,-1,0,1,1,2,1,39,3,0.316227766,0.654292881,0.374432905,2.645751311,0.7,0,0.9,3,2,6,3,7,3,1,6,1,5,7,0,0,0,0,0,0
942,0,4,2,2,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,0.3,0.620987117,6,1,-1,0,0,11,1,1,0,1,67,2,0.374165739,0.646222335,0.366606056,2.828427125,0.2,0,0,2,1,7,3,12,2,8,4,0,1,6,0,0,1,0,0,0
943,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.7,0.4,0.991526601,7,1,-1,0,-1,11,1,1,2,1,99,2,0.315594677,0.509962728,0.373496988,0,0.4,0.5,0.8,2,1,8,3,9,2,9,1,2,1,10,0,1,0,0,0,0
948,0,0,3,7,1,0,0,1,0,0,0,1,0,0,1,5,0,0,1,0.9,1,0.967277106,7,1,1,0,1,4,1,0,2,1,48,1,0.316227766,0.724640122,0.301993377,3.741657387,0.3,0.9,0.8,4,1,9,2,9,2,8,7,1,3,8,0,1,1,0,0,0
951,0,0,1,8,0,3,1,0,0,0,0,0,0,0,0,13,1,0,0,0.9,0.2,-1,7,1,-1,0,-1,1,1,0,2,1,80,3,0.316227766,0.785824828,-1,3.605551276,0.1,0.9,0.6,3,3,7,4,9,0,4,3,1,2,10,0,0,1,0,1,0
954,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,0.3,0.608789783,7,1,-1,0,-1,14,1,1,2,1,60,1,0.316227766,0.619667333,0.347275107,3.16227766,0.3,0.2,0.7,4,3,9,5,9,4,11,9,1,2,9,1,0,1,1,1,0
958,0,0,1,7,1,3,1,0,0,0,0,0,0,0,0,11,0,1,0,0.9,0.3,0.765669642,7,1,-1,0,-1,14,1,0,2,1,42,2,0.4,0.873354415,0.393700394,3.605551276,0.7,0.5,0.2,2,2,9,4,9,1,13,9,0,5,8,1,1,1,0,1,0
959,0,1,3,7,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,0.9,0.9,1.105384549,11,1,1,1,0,3,1,1,2,1,102,2,0.4,0.856996003,0.326955654,3.464101615,0.6,0.8,0,3,3,7,3,7,5,12,3,1,2,4,0,1,0,0,1,0
965,0,4,1,3,1,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0.9,0.9,1.492062331,11,0,1,0,1,10,1,0,2,1,28,3,0.374165739,1.052741404,0.338673884,3.741657387,0,0.5,0.6,1,2,6,2,8,1,5,5,0,4,13,0,1,0,0,0,0
966,0,0,1,11,0,0,0,0,1,0,0,0,0,0,0,8,0,0,1,0.3,0,1.142365966,11,0,1,8,1,9,1,0,2,1,13,3,0.447213595,1.199603929,0.399124041,3.605551276,0.2,0.5,0.1,1,1,8,2,8,4,7,6,1,1,1,0,1,1,0,1,0
968,0,2,1,6,0,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0.9,0.4,0.974358764,11,0,-1,0,-1,1,1,1,1,1,31,3,0.424264069,0.862870474,0.40348482,3.16227766,0.8,0.7,0.2,1,2,8,1,8,3,5,7,3,3,9,0,1,0,0,0,0
969,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.8,1.4,1.572020992,10,0,-1,0,1,10,1,1,0,1,89,2,0.387298335,0.908283733,0.408656335,3.16227766,0.6,0.1,0.3,3,3,7,4,11,0,8,4,2,4,12,0,0,1,0,1,0
970,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,1.8,1.964847322,11,0,0,9,1,10,1,1,2,1,104,3,0.447213595,1.404670486,0.390896406,3.464101615,0.7,0.5,0.8,1,0,7,3,9,2,8,4,1,3,7,0,0,0,0,0,0
971,0,6,1,2,1,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.8,1.3,0.915832954,0,1,-1,0,0,11,0,1,0,1,19,3,0.316227766,0.604562543,0.388715835,2.449489743,0,0.6,0.3,4,1,8,2,8,3,12,5,3,4,8,0,1,1,1,0,0
